Index,Task,EDD_Lmax,EDD_time,ERD_Lmax,ERD_time,Schrage_Lmax,Schrage_time,PreemptSchrage_Lmax,PreemptSchrage_time,Construction_Lmax,Construction_time,Carlier_Lmax,Carlier_time,LB,is_opt_EDD,avgE_EDD,avgE_ERD,avgE_Schrage,avgE_Construction,avgE_Carlier
1012,data/100_Independent1012,8679,0.007743,5174,0.007504000000000000,4982,0.010286,4946,0.01894600000000000,5478,0.61921,4946,0.13175,4946,0,75.48%,4.61%,0.73%,10.76%,0.00%
1013,data/100_Independent1013,8118,0.007392,5069,0.007272000000000000,4625,0.00942,4618,0.024488,5342,0.6136890000000000,4625,0.05455000000000000,4618,0,75.79%,9.77%,0.15%,15.68%,0.15%
1014,data/100_Independent1014,7869,0.007229,5290,0.007374,4784,0.00986,4701,0.019800,5203,0.61027,4701,0.2435560000000000,4701,0,67.39%,12.53%,1.77%,10.68%,0.00%
1015,data/100_Independent1015,8321,0.007300,5007,0.00729,4841,0.010437999999999999,4779,0.01984,5292,0.63981,4779,0.100973,4779,0,74.12%,4.77%,1.30%,10.73%,0.00%
1016,data/100_Independent1016,8775,0.007429,5708,0.008370000000000001,4995,0.009880,4928,0.01976700000000000,5759,0.61179,4928,0.21569,4928,0,78.06%,15.83%,1.36%,16.86%,0.00%
1017,data/100_Independent1017,7422,0.008932,4913,0.007474,4227,0.009939999999999999,4188,0.02043500000000000,4817,0.6390740000000000,4188,0.1060160000000000,4188,0,77.22%,17.31%,0.93%,15.02%,0.00%
1018,data/100_Independent1018,8861,0.007354,5401,0.007753,5068,0.010128,5036,0.021150,5856,0.61873,5036,0.15994,5036,0,75.95%,7.25%,0.64%,16.28%,0.00%
1019,data/100_Independent1019,8588,0.007084,5525,0.007362,4923,0.010160,4888,0.020221,5386,0.62676,4923,0.05986,4860,0,76.71%,13.68%,1.30%,10.82%,1.30%
1020,data/100_Independent1020,6661,0.007684,5199,0.007377,4577,0.010594,4554,0.021016,4554,0.63933,4554,0.2866490000000000,4554,0,46.27%,14.16%,0.51%,0.00%,0.00%
1021,data/100_Independent1021,6953,0.008037,4980,0.007326000000000000,4767,0.009348,4699,0.019380,4699,0.61976,4699,0.1155540000000000,4699,0,47.97%,5.98%,1.45%,0.00%,0.00%
1022,data/100_Independent1022,6902,0.007577,5164,0.007804,4690,0.009851000000000000,4642,0.019984,4642,0.69362,4642,0.19163,4642,0,48.69%,11.25%,1.03%,0.00%,0.00%
1023,data/100_Independent1023,6701,0.007527,4713,0.007451,4176,0.010000,4156,0.020029,4156,0.6148900000000000,4156,0.100759,4156,0,61.24%,13.40%,0.48%,0.00%,0.00%
1024,data/100_Independent1024,6759,0.007413,4975,0.007433000000000000,4464,0.009919,4445,0.02027300000000000,4493,0.60803,4445,0.20768,4445,0,52.06%,11.92%,0.43%,1.08%,0.00%
1025,data/100_Independent1025,6749,0.007842999999999999,4521,0.007352,4479,0.010390000000000000,4406,0.02077700000000000,4406,0.61853,4406,0.061077,4406,0,53.18%,2.61%,1.66%,0.00%,0.00%
1026,data/100_Independent1026,7839,0.007765,5859,0.007751,5350,0.00992300000000000,5320,0.019700,5320,0.61802,5320,0.2024240000000000,5320,0,47.35%,10.13%,0.56%,0.00%,0.00%
1027,data/100_Independent1027,6765,0.007348,5170,0.007233,4790,0.009944,4758,0.019464,4758,0.61106,4758,0.18672,4758,0,42.18%,8.66%,0.67%,0.00%,0.00%
1028,data/100_Independent1028,6849,0.007469,5585,0.007598,4883,0.010340,4881,0.0204,4881,0.61127,4881,0.2721,4881,0,40.32%,14.42%,0.04%,0.00%,0.00%
1029,data/100_Independent1029,6985,0.00734,4824,0.007302,4715,0.013452,4673,0.02111400000000000,4673,0.6185420000000000,4673,0.078446,4673,0,49.48%,3.23%,0.90%,0.00%,0.00%
1030,data/100_Independent1030,5526,0.007958,4771,0.007543,4395,0.010338,4364,0.020006,4364,0.64100,4364,0.22441,4364,0,26.63%,9.33%,0.71%,0.00%,0.00%
1031,data/100_Independent1031,5226,0.007874,4682,0.007463000000000000,4532,0.009771000000000000,4465,0.021205,4465,0.61624,4465,0.18027,4465,0,17.04%,4.86%,1.50%,0.00%,0.00%
1032,data/100_Independent1032,7183,0.007438000000000000,6010,0.007282000000000000,5781,0.01017000000000000,5756,0.02098200000000000,5756,0.62185,5756,0.1498150000000000,5756,0,24.79%,4.41%,0.43%,0.00%,0.00%
1033,data/100_Independent1033,5683,0.007379,4510,0.00719,4369,0.009770,4359,0.01990400000000000,4359,0.6194830000000000,4359,0.0980270000000000,4359,0,30.37%,3.46%,0.23%,0.00%,0.00%
1034,data/100_Independent1034,5954,0.007306000000000000,5105,0.007420,4855,0.009825000000000000,4839,0.020168,4839,0.62895,4839,0.13539,4839,0,23.04%,5.50%,0.33%,0.00%,0.00%
1035,data/100_Independent1035,6587,0.007633,5309,0.007246,5150,0.00972,5110,0.020984,5110,0.62884,5110,0.11507,5110,0,28.90%,3.89%,0.78%,0.00%,0.00%
1036,data/100_Independent1036,6743,0.007400,6082,0.007189,5458,0.01076000000000000,5403,0.02095500000000000,5403,0.62812,5403,0.21588,5403,0,24.80%,12.57%,1.02%,0.00%,0.00%
1037,data/100_Independent1037,4646,0.007730,3969,0.007280000000000000,3818,0.00952,3805,0.020652,3817,0.61859,3818,0.05819,3796,0,22.39%,4.56%,0.58%,0.55%,0.58%
1038,data/100_Independent1038,6733,0.007587,5509,0.007118,5202,0.009540,5135,0.01957400000000000,5135,0.6126470000000001,5135,0.1515,5135,0,31.12%,7.28%,1.30%,0.00%,0.00%
1039,data/100_Independent1039,5461,0.007267,4635,0.007501000000000000,4309,0.009717999999999999,4257,0.019152,4257,0.61451,4257,0.16650,4257,0,28.28%,8.88%,1.22%,0.00%,0.00%
1040,data/100_Independent1040,4862,0.007322,4974,0.007123000000000000,4772,0.010138,4756,0.02110700000000000,4756,0.62171,4756,0.059185,4756,0,2.23%,4.58%,0.34%,0.00%,0.00%
1041,data/100_Independent1041,4781,0.007272,5194,0.007270,4797,0.010088,4736,0.021448,4736,0.62285,4736,0.21302,4736,0,0.95%,9.67%,1.29%,0.00%,0.00%
1042,data/100_Independent1042,4206,0.009179,4078,0.007436000000000000,4017,0.009555,3988,0.020899,3988,0.64480,3988,0.080357,3988,0,5.47%,2.26%,0.73%,0.00%,0.00%
1043,data/100_Independent1043,5312,0.007442,5558,0.007370,5161,0.009562,5141,0.021891,5141,0.61655,5141,0.18671,5141,0,3.33%,8.11%,0.39%,0.00%,0.00%
1044,data/100_Independent1044,5151,0.007407,5107,0.007621,4764,0.010743,4746,0.021432,4746,0.6338,4746,0.1282,4746,0,8.53%,7.61%,0.38%,0.00%,0.00%
1045,data/100_Independent1045,4584,0.007372,4560,0.007084,4368,0.00992,4315,0.020204,4315,0.62489,4315,0.12940,4315,0,6.23%,5.68%,1.23%,0.00%,0.00%
1046,data/100_Independent1046,5201,0.00732,5122,0.007538,4879,0.009831,4865,0.024649,4865,0.61833,4865,0.1197800000000000,4865,0,6.91%,5.28%,0.29%,0.00%,0.00%
1047,data/100_Independent1047,5001,0.00737,4919,0.007257,4826,0.015304,4750,0.018589,4750,0.61985,4750,0.1066080000000000,4750,0,5.28%,3.56%,1.60%,0.00%,0.00%
1048,data/100_Independent1048,4501,0.007134,4477,0.007064,4306,0.009204,4229,0.018161,4229,0.62217,4229,0.110937,4229,0,6.43%,5.86%,1.82%,0.00%,0.00%
1049,data/100_Independent1049,4476,0.00739,4788,0.00712,4482,0.009429999999999999,4442,0.019016,4442,0.62636,4442,0.1425380000000000,4442,0,0.77%,7.79%,0.90%,0.00%,0.00%
1050,data/100_Independent1050,3834,0.007455,3912,0.007312,3814,0.010015,3786,0.02020800000000000,3786,0.62162,3786,0.05688800000000000,3786,0,1.27%,3.33%,0.74%,0.00%,0.00%
1051,data/100_Independent1051,5144,0.007254,5523,0.007415,5063,0.010255,5028,0.02024800000000000,5028,0.6274820000000000,5028,0.26462,5028,0,2.31%,9.84%,0.70%,0.00%,0.00%
1052,data/100_Independent1052,5296,0.007592,4629,0.007695,4629,0.010474,4558,0.021598,4558,0.62368,4558,0.06081,4558,0,16.19%,1.56%,1.56%,0.00%,0.00%
1053,data/100_Independent1053,3986,0.007401,3899,0.007659000000000000,3774,0.010030,3729,0.020618,3729,0.61900,3729,0.14037,3729,0,6.89%,4.56%,1.21%,0.00%,0.00%
1054,data/100_Independent1054,4864,0.007128,5270,0.007066,4897,0.010152,4864,0.021486,4864,0.62181,4864,0.2254070000000000,4864,1,0.00%,8.35%,0.68%,0.00%,0.00%
1055,data/100_Independent1055,4246,0.007553000000000000,4921,0.007158,4149,0.010140,4148,0.021305,4148,0.6166,4148,0.32958,4148,0,2.36%,18.64%,0.02%,0.00%,0.00%
1056,data/100_Independent1056,5075,0.008230,5182,0.007412,4880,0.00991700000000000,4858,0.02021600000000000,4858,0.67318,4858,0.13939,4858,0,4.47%,6.67%,0.45%,0.00%,0.00%
1057,data/100_Independent1057,4727,0.007604,4937,0.007272000000000000,4693,0.009953000000000000,4614,0.02109,4614,0.62854,4614,0.15487,4614,0,2.45%,7.00%,1.71%,0.00%,0.00%
1058,data/100_Independent1058,4510,0.007751,4678,0.007172,4439,0.009568,4430,0.02078800000000000,4430,0.6264,4430,0.1217500000000000,4430,0,1.81%,5.60%,0.20%,0.00%,0.00%
1059,data/100_Independent1059,4319,0.007401,4874,0.007147,4363,0.010202,4319,0.021660,4319,0.6229,4319,0.2800790000000000,4319,1,0.00%,12.85%,1.02%,0.00%,0.00%
1060,data/100_Independent1060,4852,0.007508,5278,0.007357000000000000,4942,0.02032,4852,0.02031200000000000,4852,0.6146590000000000,4852,0.1541020000000000,4852,1,0.00%,8.78%,1.85%,0.00%,0.00%
1061,data/100_Independent1061,3538,0.007426,3593,0.007380,3470,0.009492,3439,0.020340,3439,0.6166840000000000,3439,0.101175,3439,0,2.88%,4.48%,0.90%,0.00%,0.00%
1062,data/100_Independent1062,4405,0.007201,4820,0.007271,4458,0.010285,4405,0.02031400000000000,4405,0.61367,4405,0.1127940000000000,4405,1,0.00%,9.42%,1.20%,0.00%,0.00%
1063,data/100_Independent1063,4512,0.007541,4623,0.007364,4533,0.009912000000000001,4509,0.021022,4509,0.61788,4509,0.102136,4509,0,0.07%,2.53%,0.53%,0.00%,0.00%
1064,data/100_Independent1064,4024,0.007190,4520,0.007995,4048,0.010600,4024,0.021515,4024,0.6225410000000000,4024,0.24678,4024,1,0.00%,12.33%,0.60%,0.00%,0.00%
1065,data/100_Independent1065,4073,0.007758,4383,0.007291,4040,0.010074000000000000,4013,0.021253,4013,0.62470,4013,0.16091,4013,0,1.50%,9.22%,0.67%,0.00%,0.00%
1066,data/100_Independent1066,4671,0.007591,4917,0.007620,4508,0.010104999999999999,4493,0.02025800000000000,4493,0.62182,4493,0.167,4493,0,3.96%,9.44%,0.33%,0.00%,0.00%
1067,data/100_Independent1067,4377,0.00730,4582,0.007352,4384,0.00971,4290,0.019015,4290,0.64232,4290,0.11078,4290,0,2.03%,6.81%,2.19%,0.00%,0.00%
1068,data/100_Independent1068,4433,0.007171,5215,0.007427000000000000,4465,0.010591,4430,0.020846,4430,0.6226770000000000,4430,0.099424,4430,0,0.07%,17.72%,0.79%,0.00%,0.00%
1069,data/100_Independent1069,3329,0.007205,3692,0.007057,3330,0.010544,3310,0.02151800000000000,3310,0.6139300000000000,3310,0.0860780000000000,3310,0,0.57%,11.54%,0.60%,0.00%,0.00%
1070,data/100_Independent1070,6783,0.004944000000000000,3485,0.006966,3485,0.009503,3485,0.018866,4469,0.64002,3485,0.029307,3485,0,94.63%,0.00%,0.00%,28.24%,0.00%
1071,data/100_Independent1071,8348,0.004931,4114,0.007204,4114,0.009427,4114,0.01851600000000000,5382,0.63384,4114,0.02843,4114,0,102.92%,0.00%,0.00%,30.82%,0.00%
1072,data/100_Independent1072,8610,0.00529,4304,0.007347,4304,0.008764,4304,0.018608,5564,0.6365,4304,0.03855200000000000,4304,0,100.05%,0.00%,0.00%,29.28%,0.00%
1073,data/100_Independent1073,8120,0.004731,3928,0.007371,3928,0.008972,3928,0.018844,5412,0.63171,3928,0.028877,3928,0,106.72%,0.00%,0.00%,37.78%,0.00%
1074,data/100_Independent1074,7941,0.004825,4624,0.007166,4624,0.009027000000000000,4624,0.01809,5621,0.62884,4624,0.02797,4624,0,71.73%,0.00%,0.00%,21.56%,0.00%
1075,data/100_Independent1075,9013,0.004578000000000000,4739,0.007095,4739,0.00895700000000000,4739,0.017970,5817,0.63036,4739,0.02801800000000000,4739,0,90.19%,0.00%,0.00%,22.75%,0.00%
1076,data/100_Independent1076,8138,0.005189,3600,0.007195,3600,0.009093,3600,0.023762,4837,0.6344390000000000,3600,0.028020,3600,0,126.06%,0.00%,0.00%,34.36%,0.00%
1077,data/100_Independent1077,9094,0.004713,4225,0.011212000000000000,4225,0.008774,4225,0.01982600000000000,5663,0.6508,4225,0.028963,4225,0,115.24%,0.00%,0.00%,34.04%,0.00%
1078,data/100_Independent1078,8391,0.004981,4051,0.007551,4051,0.009063999999999999,4051,0.018852,5092,0.63278,4051,0.029088,4051,0,107.13%,0.00%,0.00%,25.70%,0.00%
1079,data/100_Independent1079,8948,0.005043000000000000,4426,0.007233,4426,0.00911500000000000,4426,0.018393,5856,0.6305,4426,0.028502,4426,0,102.17%,0.00%,0.00%,32.31%,0.00%
1080,data/100_Independent1080,7589,0.007296,4338,0.007167,4012,0.010482000000000000,3962,0.030202,4803,0.60559,3962,0.1721960000000000,3962,0,91.54%,9.49%,1.26%,21.23%,0.00%
1081,data/100_Independent1081,8023,0.007148,4415,0.007333,4161,0.009913999999999999,4107,0.02134200000000000,4390,0.59453,4107,0.16970,4107,0,95.35%,7.50%,1.31%,6.89%,0.00%
1082,data/100_Independent1082,7138,0.007415,4096,0.007705000000000000,3536,0.010449,3524,0.021043,4291,0.6155090000000000,3524,0.2451,3524,0,102.55%,16.23%,0.34%,21.77%,0.00%
1083,data/100_Independent1083,7143,0.007471,3689,0.007343000000000000,3527,0.010562999999999999,3512,0.020909,3855,0.62800,3512,0.1162830000000000,3512,0,103.39%,5.04%,0.43%,9.77%,0.00%
1084,data/100_Independent1084,6624,0.007748,3497,0.007638000000000000,3448,0.009206,3425,0.020290,4154,0.62424,3425,0.077945,3425,0,93.40%,2.10%,0.67%,21.28%,0.00%
1085,data/100_Independent1085,7703,0.007711000000000000,4312,0.007539000000000000,3805,0.010196,3768,0.02716000000000000,4514,0.6255,3768,0.29359,3768,0,104.43%,14.44%,0.98%,19.80%,0.00%
1086,data/100_Independent1086,7438,0.007229,4073,0.007375,3858,0.009608000000000000,3813,0.018974,4195,0.6058820000000000,3813,0.14834,3813,0,95.07%,6.82%,1.18%,10.02%,0.00%
1087,data/100_Independent1087,6965,0.007589000000000000,3746,0.007462,3559,0.01009,3536,0.020416,4050,0.60994,3536,0.104214,3536,0,96.97%,5.94%,0.65%,14.54%,0.00%
1088,data/100_Independent1088,8015,0.007375,4612,0.007427000000000000,3991,0.010376,3982,0.021684,4606,0.61222,3982,0.2971290000000000,3982,0,101.28%,15.82%,0.23%,15.67%,0.00%
1089,data/100_Independent1089,6946,0.007432,4214,0.007444,3702,0.009618,3677,0.018930,4311,0.62226,3682,0.17502,3677,0,88.90%,14.60%,0.68%,17.24%,0.14%
1090,data/100_Independent1090,5290,0.007629,3215,0.007287,3215,0.010866,3211,0.022294,3211,0.64072,3211,0.070473,3211,0,64.75%,0.12%,0.12%,0.00%,0.00%
1091,data/100_Independent1091,5545,0.007458,3722,0.007412,3400,0.010625,3377,0.025234,3377,0.62340,3377,0.18013,3377,0,64.20%,10.22%,0.68%,0.00%,0.00%
1092,data/100_Independent1092,5193,0.007475,3827,0.006999000000000000,3166,0.009862,3150,0.019354,3150,0.63390,3150,0.3345810000000000,3150,0,64.86%,21.49%,0.51%,0.00%,0.00%
1093,data/100_Independent1093,5483,0.00779,3265,0.007266,3203,0.009964,3126,0.01984100000000000,3126,0.6192090000000000,3126,0.0810030000000000,3126,0,75.40%,4.45%,2.46%,0.00%,0.00%
1094,data/100_Independent1094,4992,0.007784000000000000,3347,0.007227,3201,0.010248,3161,0.020874,3161,0.61363,3161,0.12244,3161,0,57.92%,5.88%,1.27%,0.00%,0.00%
1095,data/100_Independent1095,5841,0.007205,3695,0.007054000000000000,3285,0.010156,3239,0.027272,3239,0.6526,3239,0.14978,3239,0,80.33%,14.08%,1.42%,0.00%,0.00%
1096,data/100_Independent1096,5414,0.007800,3314,0.007334,3063,0.00965,3044,0.020617,3044,0.62404,3044,0.12293,3044,0,77.86%,8.87%,0.62%,0.00%,0.00%
1097,data/100_Independent1097,5528,0.007336,3135,0.007416,3078,0.009604000000000000,3005,0.020075,3005,0.6299430000000000,3005,0.076905,3005,0,83.96%,4.33%,2.43%,0.00%,0.00%
1098,data/100_Independent1098,5677,0.007267,3510,0.007352,3378,0.01032700000000000,3328,0.021368,3328,0.62448,3328,0.100314,3328,0,70.58%,5.47%,1.50%,0.00%,0.00%
1099,data/100_Independent1099,6608,0.007788000000000000,4261,0.007244,3971,0.009341,3907,0.018747,3907,0.61624,3907,0.071967,3907,0,69.13%,9.06%,1.64%,0.00%,0.00%
1100,data/100_Independent1100,4435,0.007316,3316,0.00760,3193,0.010212,3176,0.02044,3176,0.61947,3176,0.096659,3176,0,39.64%,4.41%,0.54%,0.00%,0.00%
1101,data/100_Independent1101,3601,0.007598,3017,0.006996,2842,0.010021,2836,0.021488,2836,0.6236220000000000,2836,0.1249800000000000,2836,0,26.97%,6.38%,0.21%,0.00%,0.00%
1102,data/100_Independent1102,4024,0.007817,3440,0.007489,3051,0.009963,3044,0.020401,3044,0.6157670000000000,3044,0.15879,3044,0,32.19%,13.01%,0.23%,0.00%,0.00%
1103,data/100_Independent1103,4478,0.007302,3777,0.007174,3068,0.009842999999999999,3050,0.020395,3050,0.6114330000000000,3050,0.081326,3050,0,46.82%,23.84%,0.59%,0.00%,0.00%
1104,data/100_Independent1104,5017,0.007504,3634,0.007179,3456,0.009798,3442,0.020246,3442,0.6221200000000000,3442,0.096195,3442,0,45.76%,5.58%,0.41%,0.00%,0.00%
1105,data/100_Independent1105,4806,0.007470,3737,0.00806,3495,0.010396,3468,0.021735,3468,0.61612,3468,0.17075,3468,0,38.58%,7.76%,0.78%,0.00%,0.00%
1106,data/100_Independent1106,4903,0.007768000000000000,3824,0.007509,3476,0.009987,3475,0.02167200000000000,3475,0.62162,3475,0.1877780000000000,3475,0,41.09%,10.04%,0.03%,0.00%,0.00%
1107,data/100_Independent1107,4172,0.007748,3494,0.007125000000000000,2997,0.009700,2933,0.020210,2933,0.61581,2933,0.2361590000000000,2933,0,42.24%,19.13%,2.18%,0.00%,0.00%
1108,data/100_Independent1108,4385,0.007375,3671,0.007284,3348,0.010438,3316,0.021865,3316,0.6188,3316,0.1901,3316,0,32.24%,10.71%,0.97%,0.00%,0.00%
1109,data/100_Independent1109,4855,0.007736,3822,0.007238,3422,0.009948000000000000,3391,0.020433,3391,0.61682,3391,0.17275,3391,0,43.17%,12.71%,0.91%,0.00%,0.00%
1110,data/100_Independent1110,4080,0.007163000000000000,4022,0.007349,3807,0.009516999999999999,3806,0.018965,3806,0.6161070000000000,3806,0.089389,3806,0,7.20%,5.68%,0.03%,0.00%,0.00%
1111,data/100_Independent1111,4398,0.007308,4350,0.007522,3847,0.010139,3833,0.020578,3833,0.63828,3833,0.1902660000000000,3833,0,14.74%,13.49%,0.37%,0.00%,0.00%
1112,data/100_Independent1112,3587,0.00741,3568,0.007544,3321,0.009780,3260,0.021322,3260,0.62015,3260,0.1381430000000000,3260,0,10.03%,9.45%,1.87%,0.00%,0.00%
1113,data/100_Independent1113,3935,0.007277,3667,0.007094000000000000,3393,0.009220,3370,0.019709,3370,0.63524,3370,0.11812,3370,0,16.77%,8.81%,0.68%,0.00%,0.00%
1114,data/100_Independent1114,3552,0.007237,3315,0.007208,3074,0.010274000000000000,3026,0.02178100000000000,3026,0.62295,3026,0.13353,3026,0,17.38%,9.55%,1.59%,0.00%,0.00%
1115,data/100_Independent1115,3598,0.007421,3951,0.007411,3342,0.010061,3291,0.02113,3291,0.61626,3291,0.25683,3291,0,9.33%,20.05%,1.55%,0.00%,0.00%
1116,data/100_Independent1116,3993,0.007292,3959,0.007221,3650,0.009953000000000000,3613,0.019798,3613,0.6146600000000000,3613,0.15287,3613,0,10.52%,9.58%,1.02%,0.00%,0.00%
1117,data/100_Independent1117,3719,0.007213,3790,0.007047,3417,0.009614,3385,0.019358,3385,0.61384,3385,0.17014,3385,0,9.87%,11.96%,0.95%,0.00%,0.00%
1118,data/100_Independent1118,3904,0.007448,3839,0.007523,3122,0.009872,3103,0.02064,3103,0.81329,3103,0.16137,3103,0,25.81%,23.72%,0.61%,0.00%,0.00%
1119,data/100_Independent1119,3186,0.007232,3367,0.007341,3070,0.009813000000000001,3009,0.019905,3009,0.61849,3009,0.12182,3009,0,5.88%,11.90%,2.03%,0.00%,0.00%
1120,data/100_Independent1120,3332,0.007309,3737,0.007384,3272,0.010038000000000000,3207,0.020031,3207,0.61574,3207,0.1617630000000000,3207,0,3.90%,16.53%,2.03%,0.00%,0.00%
1121,data/100_Independent1121,3815,0.007334,3643,0.007506,3643,0.010326,3626,0.021741,3626,0.61844,3626,0.05991800000000000,3626,0,5.21%,0.47%,0.47%,0.00%,0.00%
1122,data/100_Independent1122,3059,0.007216000000000000,2966,0.009467,2966,0.00940,2966,0.01877900000000000,2966,0.62008,2966,0.029539,2966,0,3.14%,0.00%,0.00%,0.00%,0.00%
1123,data/100_Independent1123,3483,0.007302,3715,0.007259000000000000,3515,0.010103,3483,0.02141600000000000,3483,0.62542,3483,0.1135010000000000,3483,1,0.00%,6.66%,0.92%,0.00%,0.00%
1124,data/100_Independent1124,3192,0.007497,3721,0.007166000000000000,3211,0.009487,3192,0.020277,3192,0.62265,3192,0.20904,3192,1,0.00%,16.57%,0.60%,0.00%,0.00%
1125,data/100_Independent1125,3192,0.007407000000000000,3320,0.007682,3210,0.010074,3192,0.021248,3192,0.61366,3192,0.12446,3192,1,0.00%,4.01%,0.56%,0.00%,0.00%
1126,data/100_Independent1126,3068,0.007689,3558,0.007229,3060,0.009915999999999999,3034,0.02040,3034,0.61502,3034,0.22770,3034,0,1.12%,17.27%,0.86%,0.00%,0.00%
1127,data/100_Independent1127,3970,0.007039,4479,0.007258,4006,0.009575,3943,0.019582,3943,0.61982,3943,0.17839,3943,0,0.68%,13.59%,1.60%,0.00%,0.00%
1128,data/100_Independent1128,2943,0.007390,3022,0.00729,2748,0.00957,2719,0.020629,2719,0.6267,2719,0.16773,2719,0,8.24%,11.14%,1.07%,0.00%,0.00%
1129,data/100_Independent1129,2104,0.006933,2323,0.007085,2086,0.009594,2028,0.020022,2028,0.62529,2028,0.24052,2028,0,3.75%,14.55%,2.86%,0.00%,0.00%
1130,data/100_Independent1130,6227,0.004672000000000000,2673,0.006948,2673,0.008291,2673,0.018189,3871,0.64351,2673,0.027768,2673,0,132.96%,0.00%,0.00%,44.82%,0.00%
1131,data/100_Independent1131,7153,0.00490,2696,0.007093,2696,0.008958,2696,0.019242,3981,0.6613740000000000,2696,0.028565,2696,0,165.32%,0.00%,0.00%,47.66%,0.00%
1132,data/100_Independent1132,6699,0.004821,2905,0.007420,2905,0.00875,2905,0.017545,3872,0.63267,2905,0.027939,2905,0,130.60%,0.00%,0.00%,33.29%,0.00%
1133,data/100_Independent1133,7577,0.004870,3271,0.007184,3271,0.00880,3271,0.018121,4312,0.64980,3271,0.027578,3271,0,131.64%,0.00%,0.00%,31.83%,0.00%
1134,data/100_Independent1134,7808,0.004936,2962,0.00692,2962,0.009018,2962,0.018939,4085,0.63399,2962,0.02901600000000000,2962,0,163.61%,0.00%,0.00%,37.91%,0.00%
1135,data/100_Independent1135,6826,0.005157000000000000,2996,0.007227,2996,0.008885,2996,0.01907600000000000,4176,0.63366,2996,0.028592,2996,0,127.84%,0.00%,0.00%,39.39%,0.00%
1136,data/100_Independent1136,7515,0.004801,2838,0.007144,2838,0.008614000000000000,2838,0.017802,4252,0.63739,2838,0.02736700000000000,2838,0,164.80%,0.00%,0.00%,49.82%,0.00%
1137,data/100_Independent1137,6493,0.00440,2513,0.006961000000000000,2513,0.009156,2513,0.019255,3678,0.64373,2513,0.028952,2513,0,158.38%,0.00%,0.00%,46.36%,0.00%
1138,data/100_Independent1138,7046,0.004875,2629,0.007156,2629,0.008469,2629,0.01825700000000000,4001,0.63981,2629,0.028311,2629,0,168.01%,0.00%,0.00%,52.19%,0.00%
1139,data/100_Independent1139,7329,0.004721,2937,0.007011,2937,0.008571,2937,0.01768200000000000,4132,0.64146,2937,0.027137,2937,0,149.54%,0.00%,0.00%,40.69%,0.00%
1140,data/100_Independent1140,6078,0.00746,3051,0.007818000000000000,2431,0.009563,2390,0.019719,3344,0.62216,2390,0.2014750000000000,2390,0,154.31%,27.66%,1.72%,39.92%,0.00%
1141,data/100_Independent1141,5208,0.007442,2715,0.00743,2229,0.009922,2175,0.020482,2878,0.6160090000000000,2175,0.17386,2175,0,139.45%,24.83%,2.48%,32.32%,0.00%
1142,data/100_Independent1142,6098,0.007378,2655,0.007384000000000000,2547,0.01037000000000000,2522,0.021793,2824,0.6413990000000001,2522,0.0854860000000000,2522,0,141.79%,5.27%,0.99%,11.97%,0.00%
1143,data/100_Independent1143,5090,0.007585000000000000,2335,0.033667000000000002,2176,0.010561,2081,0.021082,2557,0.61850,2081,0.104475,2081,0,144.59%,12.21%,4.57%,22.87%,0.00%
1144,data/100_Independent1144,5430,0.007463000000000000,2776,0.007288,2285,0.009165,2266,0.019524,2598,0.6122640000000000,2266,0.1904420000000000,2266,0,139.63%,22.51%,0.84%,14.65%,0.00%
1145,data/100_Independent1145,5250,0.007420,2529,0.007295000000000000,2188,0.010004,2171,0.02058800000000000,2689,0.63873,2171,0.14032,2171,0,141.82%,16.49%,0.78%,23.86%,0.00%
1146,data/100_Independent1146,5225,0.007492,2394,0.00746,2130,0.010435,2110,0.020786,2792,0.62114,2110,0.20568,2110,0,147.63%,13.46%,0.95%,32.32%,0.00%
1147,data/100_Independent1147,6109,0.007634,2723,0.007271,2303,0.010576000000000000,2293,0.021170,2777,0.60840,2293,0.16048,2284,0,167.47%,19.22%,0.83%,21.58%,0.39%
1148,data/100_Independent1148,5242,0.007720000000000000,2282,0.007310000000000000,2065,0.010216,2065,0.021027,2431,0.61176,2065,0.031774,1965,0,166.77%,16.13%,5.09%,23.72%,5.09%
1149,data/100_Independent1149,6014,0.007155,2961,0.007547,2395,0.010106000000000000,2394,0.02000800000000000,2745,0.61761,2394,0.22701,2394,0,151.21%,23.68%,0.04%,14.66%,0.00%
1150,data/100_Independent1150,3914,0.007722,1821,0.007537,1734,0.010659000000000000,1730,0.020996,1730,0.6159559999999999,1730,0.081656,1730,0,126.24%,5.26%,0.23%,0.00%,0.00%
1151,data/100_Independent1151,4214,0.007679000000000000,2490,0.007390,2012,0.009722,1972,0.02066900000000000,1972,0.61830,1972,0.1844910000000000,1972,0,113.69%,26.27%,2.03%,0.00%,0.00%
1152,data/100_Independent1152,4663,0.007426,2572,0.007409000000000000,2206,0.009872,2162,0.019758,2162,0.61889,2162,0.1837130000000000,2162,0,115.68%,18.96%,2.04%,0.00%,0.00%
1153,data/100_Independent1153,4946,0.007602,2644,0.007491,2439,0.00946300000000000,2401,0.020556,2401,0.61807,2401,0.13915,2401,0,106.00%,10.12%,1.58%,0.00%,0.00%
1154,data/100_Independent1154,4146,0.007622,2113,0.007230,1633,0.009918000000000000,1581,0.020534,1581,0.6090890000000000,1581,0.18781,1581,0,162.24%,33.65%,3.29%,0.00%,0.00%
