Index,Task,EDD_Lmax,EDD_time,ERD_Lmax,ERD_time,Schrage_Lmax,Schrage_time,PreemptSchrage_Lmax,PreemptSchrage_time,Construction_Lmax,Construction_time,Carlier_Lmax,Carlier_time,LB,is_opt_EDD,avgE_EDD,avgE_ERD,avgE_Schrage,avgE_Construction,avgE_Carlier
642,data/100_Independent0642,3083,0.006950,2111,0.007505,1155,0.010880,1155,0.02395,1329,0.5890030000000001,1155,0.03505100000000000,1155,0,166.93%,82.77%,0.00%,15.06%,0.00%
643,data/100_Independent0643,3477,0.007775,2181,0.007024,1242,0.011166,1242,0.023943,1459,0.60316,1242,0.035501,1242,0,179.95%,75.60%,0.00%,17.47%,0.00%
644,data/100_Independent0644,3353,0.007004,2140,0.007377,1327,0.01187500000000000,1327,0.02384300000000000,1366,0.60392,1327,0.035702,1327,0,152.68%,61.27%,0.00%,2.94%,0.00%
645,data/100_Independent0645,3306,0.007769,2430,0.007249,1321,0.010928,1321,0.02299,1572,0.60623,1321,0.034737,1321,0,150.26%,83.95%,0.00%,19.00%,0.00%
646,data/100_Independent0646,3061,0.007145,2192,0.007397,1189,0.01131,1189,0.02398000000000000,1350,0.62573,1189,0.035897,1189,0,157.44%,84.36%,0.00%,13.54%,0.00%
647,data/100_Independent0647,3345,0.007197,2076,0.007454,1376,0.01162100000000000,1376,0.02804200000000000,1483,0.6059450000000000,1376,0.035311,1376,0,143.10%,50.87%,0.00%,7.78%,0.00%
648,data/100_Independent0648,3029,0.007663,2019,0.007079,1179,0.01070000000000000,1179,0.023589,1321,0.60330,1179,0.036179,1179,0,156.91%,71.25%,0.00%,12.04%,0.00%
649,data/100_Independent0649,3446,0.00750,2538,0.007439,1375,0.011327,1375,0.02431,1464,0.59003,1375,0.03531500000000000,1375,0,150.62%,84.58%,0.00%,6.47%,0.00%
650,data/100_Independent0650,2365,0.007291,2308,0.006894000000000000,25,0.010951,25,0.022503,275,0.5942940000000000,25,0.035073,25,0,9360.00%,9132.00%,0.00%,1000.00%,0.00%
651,data/100_Independent0651,1926,0.007200,1903,0.007066,45,0.011355,45,0.02423,416,0.60201,45,0.035840,45,0,4180.00%,4128.89%,0.00%,824.44%,0.00%
652,data/100_Independent0652,2034,0.007298,2190,0.007012,47,0.010375,47,0.023623,292,0.6281,47,0.036069,47,0,4227.66%,4559.57%,0.00%,521.28%,0.00%
653,data/100_Independent0653,1960,0.007258,1926,0.006798,48,0.010259,48,0.02168,265,0.58162,48,0.033534,48,0,3983.33%,3912.50%,0.00%,452.08%,0.00%
654,data/100_Independent0654,1928,0.007673000000000000,1822,0.007155,62,0.011311,62,0.023621,106,0.61155,62,0.044084,62,0,3009.68%,2838.71%,0.00%,70.97%,0.00%
655,data/100_Independent0655,2345,0.007510,2205,0.007347,33,0.010305,33,0.021988,301,0.62163,33,0.034629,33,0,7006.06%,6581.82%,0.00%,812.12%,0.00%
656,data/100_Independent0656,2247,0.007452000000000000,2354,0.014770000000000000,66,0.011569,66,0.023075,440,0.60850,66,0.035098,66,0,3304.55%,3466.67%,0.00%,566.67%,0.00%
657,data/100_Independent0657,1815,0.007166000000000000,2054,0.007210,74,0.010908,64,0.022841,239,0.6174,64,0.065107,49,0,3604.08%,4091.84%,51.02%,387.76%,30.61%
658,data/100_Independent0658,1997,0.007586,2094,0.007281,43,0.010863,43,0.022973,234,0.60493,43,0.035632,43,0,4544.19%,4769.77%,0.00%,444.19%,0.00%
659,data/100_Independent0659,2424,0.007490000000000000,2376,0.007207,84,0.010767,84,0.022599,219,0.61245,84,0.03720500000000000,84,0,2785.71%,2728.57%,0.00%,160.71%,0.00%
660,data/100_Independent0660,1120,0.007231,2548,0.007102,-18,0.010368,-69,0.022713,-54,0.58232,-18,0.0649,-69,0,1723.19%,3792.75%,73.91%,21.74%,73.91%
661,data/100_Independent0661,719,0.007358,2023,0.007480,-379,0.010681,-423,0.034558,-423,0.58905,-423,1.1719,-423,0,269.98%,578.25%,10.40%,0.00%,0.00%
662,data/100_Independent0662,1355,0.007206,1997,0.007093000000000000,-112,0.010809,-154,0.022549,-149,0.5968550000000000,-112,0.0665,-159,0,952.20%,1355.97%,29.56%,6.29%,29.56%
663,data/100_Independent0663,1346,0.007159000000000000,2903,0.007381000000000000,-31,0.011004,-38,0.022826,-38,0.5999530000000000,-38,0.5537750000000000,-38,0,3642.11%,7739.47%,18.42%,0.00%,0.00%
664,data/100_Independent0664,944,0.007569,1424,0.008216,-613,0.011256,-671,0.02402,-671,0.61157,-671,0.840794000000000,-671,0,240.69%,312.22%,8.64%,0.00%,0.00%
665,data/100_Independent0665,1021,0.016645000000000000,2447,0.007006,-238,0.010716000000000000,-277,0.022511,-277,0.6184520000000000,-277,0.16164,-277,0,468.59%,983.39%,14.08%,0.00%,0.00%
666,data/100_Independent0666,1229,0.007340,2379,0.007618,-110,0.010966,-125,0.024277,-125,0.59172,-125,1.19820,-125,0,1083.20%,2003.20%,12.00%,0.00%,0.00%
667,data/100_Independent0667,1090,0.007100,2187,0.007000000000000000,-337,0.011154,-358,0.023322,-358,0.5807230000000000,-358,1.1054,-358,0,404.47%,710.89%,5.87%,0.00%,0.00%
668,data/100_Independent0668,821,0.007416,2173,0.007331,-207,0.01117900000000000,-209,0.040893,-209,0.58775,-209,0.96466,-209,0,492.82%,1139.71%,0.96%,0.00%,0.00%
669,data/100_Independent0669,1249,0.007641000000000000,2246,0.006868,-127,0.01031,-186,0.02335300000000000,-186,0.58371,-186,0.4461,-186,0,771.51%,1307.53%,31.72%,0.00%,0.00%
670,data/100_Independent0670,214,0.007125000000000000,2070,0.007185,-202,0.010663,-256,0.022404,-256,0.59903,-256,0.98831,-256,0,183.59%,908.59%,21.09%,0.00%,0.00%
671,data/100_Independent0671,-168,0.007232,1261,0.007023,-812,0.011036,-841,0.02297000000000000,-841,0.6071560000000000,-841,0.60120,-841,0,80.02%,249.94%,3.45%,0.00%,0.00%
672,data/100_Independent0672,181,0.00763,2114,0.007204,-190,0.010921,-255,0.02258900000000000,-255,0.68531,-255,1.04716,-255,0,170.98%,929.02%,25.49%,0.00%,0.00%
673,data/100_Independent0673,-419,0.006935,1863,0.007008,-701,0.010774,-710,0.023466,-710,0.60253,-710,0.4385860000000000,-710,0,40.99%,362.39%,1.27%,0.00%,0.00%
674,data/100_Independent0674,-46,0.006986,1372,0.006789,-647,0.01047200000000000,-669,0.02264000000000000,-669,0.58172,-669,0.6317340000000000,-669,0,93.12%,305.08%,3.29%,0.00%,0.00%
675,data/100_Independent0675,104,0.007455000000000000,2130,0.007066,-269,0.010759,-285,0.023035,-285,0.6185590000000000,-285,1.00382,-285,0,136.49%,847.37%,5.61%,0.00%,0.00%
676,data/100_Independent0676,48,0.00724,2059,0.00719,-216,0.010618000000000001,-305,0.021768,-305,0.60587,-305,0.1175760000000000,-305,0,115.74%,775.08%,29.18%,0.00%,0.00%
677,data/100_Independent0677,-510,0.007207,1517,0.006950,-749,0.011082,-753,0.02349,-753,0.6452900000000000,-750,1.03445,-753,0,32.27%,301.46%,0.53%,0.00%,0.40%
678,data/100_Independent0678,4,0.007156,1818,0.007083000000000000,-248,0.010969000000000000,-290,0.02223600000000000,-290,0.59470,-290,0.938066000000000,-290,0,101.38%,726.90%,14.48%,0.00%,0.00%
679,data/100_Independent0679,-419,0.007313000000000000,1864,0.006976,-674,0.011119,-683,0.024109,-683,0.59924,-683,1.0799,-683,0,38.65%,372.91%,1.32%,0.00%,0.00%
680,data/100_Independent0680,3356,0.004825,1264,0.006878,1264,0.009323,1264,0.020203,1282,0.60533,1264,0.03068300000000000,1264,0,165.51%,0.00%,0.00%,1.42%,0.00%
681,data/100_Independent0681,3491,0.004573,1268,0.006558,1268,0.008933000000000000,1268,0.020333,1349,0.61740,1268,0.029108,1268,0,175.32%,0.00%,0.00%,6.39%,0.00%
682,data/100_Independent0682,3093,0.00536700000000000,1203,0.007407,1203,0.009047,1203,0.019877,1327,0.64114,1203,0.029491,1203,0,157.11%,0.00%,0.00%,10.31%,0.00%
683,data/100_Independent0683,3144,0.004732,1286,0.007222000000000000,1286,0.009251,1286,0.027094,1360,0.6161170000000000,1286,0.030763,1286,0,144.48%,0.00%,0.00%,5.75%,0.00%
684,data/100_Independent0684,3240,0.004526,1283,0.007096000000000000,1283,0.008948,1283,0.021326,1417,0.63799,1283,0.03290,1283,0,152.53%,0.00%,0.00%,10.44%,0.00%
685,data/100_Independent0685,3404,0.00451,1291,0.007271,1291,0.008791,1291,0.02113,1335,0.6133390000000000,1291,0.03140200000000000,1291,0,163.67%,0.00%,0.00%,3.41%,0.00%
686,data/100_Independent0686,3492,0.004821,1221,0.007314000000000000,1221,0.008984000000000001,1221,0.022463,1307,0.63488,1221,0.03116600000000000,1221,0,186.00%,0.00%,0.00%,7.04%,0.00%
687,data/100_Independent0687,3624,0.004895,1302,0.007103,1302,0.009500,1302,0.02208600000000000,1411,0.6309,1302,0.04126900000000000,1302,0,178.34%,0.00%,0.00%,8.37%,0.00%
688,data/100_Independent0688,3184,0.006364,1254,0.007338,1254,0.008802,1254,0.02043500000000000,1377,0.8,1254,0.030488,1254,0,153.91%,0.00%,0.00%,9.81%,0.00%
689,data/100_Independent0689,3490,0.004765,1273,0.007082,1273,0.009164,1273,0.020751,1461,0.6376470000000000,1273,0.030731,1273,0,174.16%,0.00%,0.00%,14.77%,0.00%
690,data/100_Independent0690,2367,0.007291,1226,0.007216,94,0.011157000000000000,94,0.023155,304,0.60019,94,0.034988,94,0,2418.09%,1204.26%,0.00%,223.40%,0.00%
691,data/100_Independent0691,2140,0.007588,968,0.007097,54,0.010832,54,0.023322,253,0.6009030000000000,54,0.033207,54,0,3862.96%,1692.59%,0.00%,368.52%,0.00%
692,data/100_Independent0692,2267,0.006874,1126,0.007414,14,0.010884,14,0.023706,197,0.7407340000000000,14,0.03657000000000000,14,0,16092.86%,7942.86%,0.00%,1307.14%,0.00%
693,data/100_Independent0693,2086,0.007228000000000000,935,0.007767,38,0.011129999999999999,38,0.024293,120,0.64938,38,0.03508300000000000,38,0,5389.47%,2360.53%,0.00%,215.79%,0.00%
694,data/100_Independent0694,2427,0.007169000000000000,1097,0.006989,38,0.011101,30,0.02344000000000000,110,0.62707,38,0.067692,31,0,7729.03%,3438.71%,22.58%,254.84%,22.58%
695,data/100_Independent0695,2025,0.007560000000000000,1240,0.007257000000000000,141,0.010366,141,0.024696,466,0.60145,141,0.03488400000000000,141,0,1336.17%,779.43%,0.00%,230.50%,0.00%
696,data/100_Independent0696,2166,0.007484,873,0.007477,12,0.011441,12,0.023017,136,0.59237,12,0.034835,12,0,17950.00%,7175.00%,0.00%,1033.33%,0.00%
697,data/100_Independent0697,2329,0.006880,988,0.007174,113,0.01084400000000000,113,0.023899,113,0.5902450000000000,113,0.039624,113,0,1961.06%,774.34%,0.00%,0.00%,0.00%
698,data/100_Independent0698,1825,0.007002,910,0.007090000000000000,15,0.011063,15,0.022894,235,0.59544,15,0.034847,15,0,12066.67%,5966.67%,0.00%,1466.67%,0.00%
699,data/100_Independent0699,2231,0.007304,920,0.007430,58,0.01106300000000000,58,0.022371,319,0.63596,58,0.038984,58,0,3746.55%,1486.21%,0.00%,450.00%,0.00%
700,data/100_Independent0700,991,0.007473,1052,0.007387000000000000,-1087,0.023111,-1087,0.022316,-979,0.62148,-1087,0.034794,-1087,0,191.17%,196.78%,0.00%,9.94%,0.00%
701,data/100_Independent0701,729,0.007515,1008,0.007061,-1065,0.011393,-1065,0.02408900000000000,-852,0.5933680000000000,-1065,0.034218,-1065,0,168.45%,194.65%,0.00%,20.00%,0.00%
702,data/100_Independent0702,983,0.007167,593,0.006786,-1126,0.010794,-1126,0.023446,-978,0.6614010000000000,-1126,0.035126,-1126,0,187.30%,152.66%,0.00%,13.14%,0.00%
703,data/100_Independent0703,994,0.007349000000000000,1010,0.00684,-1172,0.010655,-1172,0.022302,-818,0.59341,-1172,0.033329,-1172,0,184.81%,186.18%,0.00%,30.20%,0.00%
704,data/100_Independent0704,1306,0.00729,1002,0.007358,-1000,0.010496,-1012,0.02251,-946,0.63709,-1012,0.066768,-1172,0,211.43%,185.49%,14.68%,19.28%,13.65%
705,data/100_Independent0705,1058,0.007206,905,0.007115,-1128,0.01112200000000000,-1128,0.025,-950,0.59821,-1128,0.034812,-1128,0,193.79%,180.23%,0.00%,15.78%,0.00%
706,data/100_Independent0706,1173,0.007114,1184,0.007115,-1188,0.010668,-1188,0.023050,-1002,0.60974,-1188,0.03445,-1188,0,198.74%,199.66%,0.00%,15.66%,0.00%
707,data/100_Independent0707,843,0.010175,1124,0.007000000000000000,-1192,0.011096,-1192,0.02326,-1166,0.59222,-1192,0.034400,-1192,0,170.72%,194.30%,0.00%,2.18%,0.00%
708,data/100_Independent0708,728,0.009708,932,0.006831,-1120,0.010705,-1120,0.022699,-1005,0.57576,-1120,0.033066,-1120,0,165.00%,183.21%,0.00%,10.27%,0.00%
709,data/100_Independent0709,1191,0.007065,1156,0.007188,-1333,0.01046900000000000,-1333,0.023139,-1062,0.60452,-1333,0.03384900000000000,-1333,0,189.35%,186.72%,0.00%,20.33%,0.00%
710,data/100_Independent0710,-202,0.007347,372,0.006934000000000000,-1885,0.010684,-1911,0.023425,-1911,0.6050990000000001,-1911,1.04538,-1911,0,89.43%,119.47%,1.36%,0.00%,0.00%
711,data/100_Independent0711,-262,0.007429,1162,0.007017,-1366,0.010688,-1404,0.022932,-1400,0.59646,-1366,0.066119000000000,-1404,0,81.34%,182.76%,2.71%,0.28%,2.71%
712,data/100_Independent0712,-368,0.007079000000000000,749,0.007195,-1550,0.010656,-1570,0.023272,-1570,0.6108300000000000,-1570,1.30941,-1570,0,76.56%,147.71%,1.27%,0.00%,0.00%
713,data/100_Independent0713,-64,0.007598,1110,0.007631000000000000,-1288,0.011288,-1311,0.023286,-1311,0.62145,-1311,1.7625,-1311,0,95.12%,184.67%,1.75%,0.00%,0.00%
714,data/100_Independent0714,-494,0.007645,910,0.007447,-1521,0.014358,-1612,0.022817,-1612,0.62778,-1612,0.16588,-1612,0,69.35%,156.45%,5.65%,0.00%,0.00%
715,data/100_Independent0715,-238,0.007591000000000000,220,0.007207000000000000,-1376,0.011268,-1409,0.02256000000000000,-1409,0.61439,-1409,1.1319,-1409,0,83.11%,115.61%,2.34%,0.00%,0.00%
716,data/100_Independent0716,-402,0.007365,807,0.00700000000000000,-1396,0.010481,-1402,0.021852,-1402,0.6107,-1402,0.97690,-1402,0,71.33%,157.56%,0.43%,0.00%,0.00%
717,data/100_Independent0717,-547,0.007409,479,0.007205000000000000,-1841,0.011136,-1860,0.022654,-1860,0.6108870000000000,-1860,0.993561000000000,-1860,0,70.59%,125.75%,1.02%,0.00%,0.00%
718,data/100_Independent0718,-139,0.007331,926,0.007304,-1471,0.010696,-1481,0.023062,-1481,0.64999,-1481,1.10850,-1481,0,90.61%,162.53%,0.68%,0.00%,0.00%
719,data/100_Independent0719,-581,0.007234000000000000,968,0.00735,-1915,0.011225,-1931,0.024103,-1931,0.61650,-1931,0.3375830000000000,-1931,0,69.91%,150.13%,0.83%,0.00%,0.00%
720,data/100_Independent0720,2292,0.004965,41,0.008023000000000001,41,0.009410,41,0.020068,379,0.61543,41,0.03166000000000000,41,0,5490.24%,0.00%,0.00%,824.39%,0.00%
721,data/100_Independent0721,2100,0.004651000000000000,9,0.006769000000000000,9,0.009007,9,0.020198,256,0.65009,9,0.030262,9,0,23233.33%,0.00%,0.00%,2744.44%,0.00%
722,data/100_Independent0722,1664,0.00449,12,0.007229,12,0.008676,12,0.020696,98,0.61607,12,0.029689,12,0,13766.67%,0.00%,0.00%,716.67%,0.00%
723,data/100_Independent0723,1941,0.004698,4,0.006543,4,0.008914999999999999,4,0.020537,116,0.6251450000000000,4,0.03072,4,0,48425.00%,0.00%,0.00%,2800.00%,0.00%
724,data/100_Independent0724,2262,0.00486,51,0.007421,51,0.00931500000000000,51,0.021624,219,0.74212,51,0.03285400000000000,51,0,4335.29%,0.00%,0.00%,329.41%,0.00%
725,data/100_Independent0725,1621,0.004815000000000000,60,0.007207,60,0.009750000000000000,60,0.02213800000000000,115,0.62499,60,0.032134,60,0,2601.67%,0.00%,0.00%,91.67%,0.00%
726,data/100_Independent0726,2279,0.004679,2,0.00677,2,0.008461,2,0.021548,422,0.6236450000000000,2,0.032292,2,0,113850.00%,0.00%,0.00%,21000.00%,0.00%
727,data/100_Independent0727,2158,0.004845,23,0.007216000000000000,23,0.009498,23,0.02069100000000000,48,0.62701,23,0.031904,23,0,9282.61%,0.00%,0.00%,108.70%,0.00%
728,data/100_Independent0728,2329,0.004556,4,0.007079,4,0.009401,4,0.02202900000000000,56,0.64232,4,0.031844,4,0,58125.00%,0.00%,0.00%,1300.00%,0.00%
729,data/100_Independent0729,2480,0.005004,7,0.007396,7,0.009770,7,0.02158600000000000,155,0.6294630000000000,7,0.031658,7,0,35328.57%,0.00%,0.00%,2114.29%,0.00%
730,data/100_Independent0730,972,0.007324000000000000,-254,0.007227,-1195,0.010670,-1195,0.02351600000000000,-994,0.6137100000000000,-1195,0.038238,-1195,0,181.34%,78.74%,0.00%,16.82%,0.00%
731,data/100_Independent0731,749,0.007300,-158,0.00725,-988,0.01079300000000000,-988,0.022853,-810,0.6123,-988,0.03472400000000000,-988,0,175.81%,84.01%,0.00%,18.02%,0.00%
732,data/100_Independent0732,840,0.007726,-421,0.007278000000000000,-1210,0.01105800000000000,-1210,0.02314800000000000,-1190,0.6098240000000000,-1210,0.040740,-1210,0,169.42%,65.21%,0.00%,1.65%,0.00%
733,data/100_Independent0733,664,0.007826,-228,0.007788,-1165,0.01116400000000000,-1165,0.023306,-1077,0.6062440000000000,-1165,0.041473,-1165,0,157.00%,80.43%,0.00%,7.55%,0.00%
734,data/100_Independent0734,971,0.007297,-493,0.007389,-1280,0.011445,-1280,0.022609,-1023,0.61324,-1280,0.035935,-1280,0,175.86%,61.48%,0.00%,20.08%,0.00%
735,data/100_Independent0735,838,0.007162000000000000,-555,0.00714700000000000,-1243,0.010585,-1243,0.022352,-1243,0.60010,-1243,0.039909,-1243,0,167.42%,55.35%,0.00%,0.00%,0.00%
736,data/100_Independent0736,1142,0.007248,-182,0.007353,-1191,0.01133400000000000,-1191,0.02348,-882,0.59151,-1191,0.050413,-1191,0,195.89%,84.72%,0.00%,25.94%,0.00%
737,data/100_Independent0737,760,0.007485000000000000,-581,0.007511,-1324,0.011322,-1324,0.023493,-1107,0.60217,-1324,0.03492,-1324,0,157.40%,56.12%,0.00%,16.39%,0.00%
738,data/100_Independent0738,969,0.00741,-156,0.00722,-1178,0.010327,-1178,0.02330900000000000,-1059,0.60441,-1178,0.036125,-1178,0,182.26%,86.76%,0.00%,10.10%,0.00%
739,data/100_Independent0739,709,0.007374,-352,0.008363000000000001,-1337,0.011477,-1337,0.024042,-1165,0.60851,-1337,0.03586400000000000,-1337,0,153.03%,73.67%,0.00%,12.86%,0.00%
740,data/100_Independent0740,-445,0.007782,-510,0.007377,-2225,0.011136,-2225,0.022900,-2102,0.6814660000000000,-2225,0.035242,-2225,0,80.00%,77.08%,0.00%,5.53%,0.00%
741,data/100_Independent0741,-74,0.007463,-207,0.007113,-2603,0.00996000000000000,-2603,0.022767,-2271,0.59793,-2603,0.034785,-2603,0,97.16%,92.05%,0.00%,12.75%,0.00%
742,data/100_Independent0742,-236,0.00700,-581,0.008148,-2851,0.01140200000000000,-2851,0.023442,-2487,0.6114990000000000,-2851,0.04795300000000000,-2851,0,91.72%,79.62%,0.00%,12.77%,0.00%
743,data/100_Independent0743,-364,0.007233,-698,0.007391000000000000,-2212,0.011319,-2212,0.02305600000000000,-2003,0.59229,-2212,0.034294,-2212,0,83.54%,68.44%,0.00%,9.45%,0.00%
744,data/100_Independent0744,-336,0.007119,-223,0.007273,-2564,0.010609,-2564,0.02389300000000000,-2295,0.61589,-2564,0.03571800000000000,-2564,0,86.90%,91.30%,0.00%,10.49%,0.00%
745,data/100_Independent0745,-167,0.007535,-71,0.007924,-2512,0.012015,-2512,0.02382300000000000,-2433,0.59478,-2512,0.035548,-2512,0,93.35%,97.17%,0.00%,3.14%,0.00%
746,data/100_Independent0746,-42,0.007707000000000000,-92,0.007137,-2430,0.011333,-2430,0.023248,-2334,0.59750,-2430,0.03589100000000000,-2430,0,98.27%,96.21%,0.00%,3.95%,0.00%
747,data/100_Independent0747,16,0.007617000000000000,-29,0.007325,-2349,0.01084300000000000,-2349,0.023215,-2190,0.60193,-2349,0.035513,-2349,0,100.68%,98.77%,0.00%,6.77%,0.00%
748,data/100_Independent0748,-271,0.007656000000000000,-126,0.007860,-2670,0.010974,-2670,0.023193,-2342,0.61125,-2670,0.048228,-2670,0,89.85%,95.28%,0.00%,12.28%,0.00%
749,data/100_Independent0749,-277,0.007516000000000000,-190,0.006881000000000000,-2544,0.012252,-2544,0.023871,-2376,0.61660,-2544,0.035348,-2544,0,89.11%,92.53%,0.00%,6.60%,0.00%
750,data/100_Independent0750,8102,0.006135,5181,0.007247,5181,0.008849,5181,0.020689,5694,0.6274,5181,0.031156,5181,0,56.38%,0.00%,0.00%,9.90%,0.00%
751,data/100_Independent0751,7900,0.004855,5204,0.007022,5204,0.009064,5204,0.01992100000000000,5876,0.6335840000000000,5204,0.03325300000000000,5204,0,51.81%,0.00%,0.00%,12.91%,0.00%
752,data/100_Independent0752,8112,0.005005,5000,0.007063000000000000,5000,0.009528,5000,0.02072900000000000,5611,0.6397470000000000,5000,0.03004400000000000,5000,0,62.24%,0.00%,0.00%,12.22%,0.00%
753,data/100_Independent0753,8104,0.005183,4798,0.007256,4798,0.011086000000000000,4798,0.020851,5340,0.62092,4798,0.03523200000000000,4798,0,68.90%,0.00%,0.00%,11.30%,0.00%
754,data/100_Independent0754,8492,0.005113,5411,0.007194,5411,0.00912,5411,0.020436,5760,0.63237,5411,0.031243,5411,0,56.94%,0.00%,0.00%,6.45%,0.00%
755,data/100_Independent0755,7357,0.004972,4723,0.007227000000000000,4723,0.009125,4723,0.02024100000000000,5186,0.6246390000000001,4723,0.032914,4723,0,55.77%,0.00%,0.00%,9.80%,0.00%
756,data/100_Independent0756,7855,0.004766000000000000,5174,0.007054,5174,0.009308,5174,0.020032,5600,0.6338430000000000,5174,0.031269,5174,0,51.82%,0.00%,0.00%,8.23%,0.00%
757,data/100_Independent0757,9154,0.004565,5567,0.008768000000000000,5567,0.008794,5567,0.019654,6434,0.61268,5567,0.02964500000000000,5567,0,64.43%,0.00%,0.00%,15.57%,0.00%
758,data/100_Independent0758,9089,0.004676,5728,0.007001,5728,0.008839000000000000,5728,0.02071700000000000,6386,0.61238,5728,0.02992,5728,0,58.68%,0.00%,0.00%,11.49%,0.00%
759,data/100_Independent0759,8867,0.004643,5502,0.006926,5502,0.009424999999999999,5502,0.020342,5899,0.62809,5502,0.031324,5502,0,61.16%,0.00%,0.00%,7.22%,0.00%
760,data/100_Independent0760,7758,0.007166,4885,0.007565,4125,0.010411,4125,0.023752,4886,0.60422,4125,0.035378,4125,0,88.07%,18.42%,0.00%,18.45%,0.00%
761,data/100_Independent0761,6502,0.007096000000000000,4762,0.007349,3977,0.010858,3977,0.021252,4513,0.59258,3977,0.034105,3977,0,63.49%,19.74%,0.00%,13.48%,0.00%
762,data/100_Independent0762,7415,0.007262,5121,0.007510,3980,0.01098700000000000,3980,0.021634,4954,0.61860,3980,0.034352,3980,0,86.31%,28.67%,0.00%,24.47%,0.00%
763,data/100_Independent0763,7437,0.007116000000000000,4996,0.007474,3951,0.010853,3951,0.023625,4212,0.61635,3951,0.034935,3951,0,88.23%,26.45%,0.00%,6.61%,0.00%
764,data/100_Independent0764,7809,0.007301,5208,0.007174,4025,0.01081600000000000,4025,0.022675,4876,0.61828,4025,0.034275,4025,0,94.01%,29.39%,0.00%,21.14%,0.00%
765,data/100_Independent0765,7485,0.008209,5075,0.007410000000000000,4018,0.012074,4018,0.023068,4353,0.62281,4018,0.035601,4018,0,86.29%,26.31%,0.00%,8.34%,0.00%
766,data/100_Independent0766,6954,0.007599,4702,0.007312,3838,0.01124900000000000,3838,0.02292900000000000,3950,0.65607,3838,0.035688,3838,0,81.19%,22.51%,0.00%,2.92%,0.00%
767,data/100_Independent0767,6811,0.007013000000000000,4694,0.00731,3933,0.010787000000000000,3933,0.022765,4720,0.61312,3933,0.034758,3933,0,73.18%,19.35%,0.00%,20.01%,0.00%
768,data/100_Independent0768,6580,0.007448,4484,0.007624,3610,0.010548000000000000,3610,0.023728,4413,0.6166990000000000,3610,0.033811,3610,0,82.27%,24.21%,0.00%,22.24%,0.00%
769,data/100_Independent0769,6201,0.007102,4292,0.007407000000000000,3708,0.011056,3708,0.023157,4378,0.6630830000000000,3708,0.034708,3708,0,67.23%,15.75%,0.00%,18.07%,0.00%
770,data/100_Independent0770,5745,0.007336,4748,0.007000,3700,0.011210,3638,0.022856,3638,0.62671,3638,0.51382,3638,0,57.92%,30.51%,1.70%,0.00%,0.00%
771,data/100_Independent0771,5984,0.007585,4739,0.007299,3519,0.010531,3484,0.022464,3484,0.6212,3484,0.50565,3484,0,71.76%,36.02%,1.00%,0.00%,0.00%
772,data/100_Independent0772,5934,0.00737,4685,0.00725,3572,0.010971,3527,0.022461,3527,0.61176,3527,0.5446770000000000,3527,0,68.24%,32.83%,1.28%,0.00%,0.00%
773,data/100_Independent0773,6444,0.007468000000000000,4921,0.007288,3843,0.010820,3825,0.02197400000000000,3825,0.67474,3825,0.4859190000000000,3825,0,68.47%,28.65%,0.47%,0.00%,0.00%
774,data/100_Independent0774,6037,0.007816,4371,0.007482000000000000,3402,0.011149,3399,0.023187,3399,0.60835,3399,0.39076,3399,0,77.61%,28.60%,0.09%,0.00%,0.00%
775,data/100_Independent0775,6696,0.007529000000000000,5563,0.007095,4029,0.010825000000000000,3958,0.022458,3958,0.63842,3958,0.73255,3958,0,69.18%,40.55%,1.79%,0.00%,0.00%
776,data/100_Independent0776,6367,0.007393,5087,0.007199000000000000,3746,0.01038,3746,0.021551,3746,0.62772,3746,0.03343700000000000,3746,0,69.97%,35.80%,0.00%,0.00%,0.00%
777,data/100_Independent0777,5836,0.007259000000000000,4883,0.007360,3561,0.010473,3523,0.021240,3530,0.60583,3523,0.53385,3523,0,65.65%,38.60%,1.08%,0.20%,0.00%
778,data/100_Independent0778,5078,0.007226,4489,0.007347,3274,0.010672,3272,0.021684,3272,0.6220620000000000,3272,0.46487,3272,0,55.20%,37.19%,0.06%,0.00%,0.00%
779,data/100_Independent0779,5694,0.007460,4594,0.007000,3337,0.010848,3337,0.0226,3337,0.61815,3337,0.034649,3337,0,70.63%,37.67%,0.00%,0.00%,0.00%
780,data/100_Independent0780,5010,0.00735,4704,0.007288000000000000,3617,0.01135800000000000,3579,0.03774100000000000,3579,0.6273,3579,0.55849,3579,0,39.98%,31.43%,1.06%,0.00%,0.00%
781,data/100_Independent0781,5061,0.007599,4834,0.007186,3601,0.01092100000000000,3601,0.02296000000000000,3601,1.3687,3601,0.03471600000000000,3601,0,40.54%,34.24%,0.00%,0.00%,0.00%
782,data/100_Independent0782,4762,0.007604,4672,0.007482,3458,0.010773000000000000,3404,0.028572,3404,0.6123860000000000,3404,0.5590,3404,0,39.89%,37.25%,1.59%,0.00%,0.00%
783,data/100_Independent0783,4736,0.007472000000000000,4662,0.007172,3473,0.011039,3416,0.022702,3416,0.61400,3416,0.42354,3416,0,38.64%,36.48%,1.67%,0.00%,0.00%
784,data/100_Independent0784,4315,0.009266,4324,0.007285,3100,0.01077,3025,0.022073,3025,0.60673,3025,0.52864,3025,0,42.64%,42.94%,2.48%,0.00%,0.00%
